   1.47315896      0.152054116       9.71405059E-02   2.40892911       6.30460548    
   1.50179100      0.154939175       9.94815752E-02   2.44943833       7.87271404    
   1.45030391      0.149979562      0.102305867       2.30796695       7.26499176    
   1.50384653      0.155004889       9.38408971E-02   2.47916913       7.99221325    
   1.38481784      0.143311530       9.63640809E-02   2.13657928       8.02207375    
   1.47399116      0.152147710       9.76476818E-02   2.39865756       6.64558363    
   1.42638910      0.147186473       9.12017748E-02   2.28627396       5.90748930    
   1.52786827      0.157317787       9.36630443E-02   2.56392860       8.51780128    
   1.48697770      0.153255612       9.61318389E-02   2.48146653       5.89103508    
   1.39050031      0.143629014       8.95511359E-02   2.19745016       7.29256296    
   1.51473212      0.156183735       9.94738936E-02   2.52332664       8.17016983    
   1.37746203      0.142475486       9.61743370E-02   2.14292359       7.62935829    
   1.36417484      0.141176164       9.44260135E-02   2.07860279       7.16722107    
   1.45641994      0.150419757      0.100551270       2.35351944       5.97829056    
   1.47971749      0.152731583       9.97398645E-02   2.40459514       7.73314428    
   1.52511275      0.157201141       9.53306407E-02   2.50696349       7.61823034    
   1.39696157      0.144326374       9.35474038E-02   2.23155618       8.33449268    
   1.44498456      0.149367139      0.100123279       2.31045651       6.85055065    
   1.50905979      0.155444443       9.09769908E-02   2.49800062       6.40964746    
   1.26467025      0.131226122       9.32199731E-02   1.86133921       7.87469959    
   1.35388315      0.140077114       9.55960006E-02   2.11339664       7.24995327    
   1.34888816      0.139535218       9.32891816E-02   2.10739565       5.14068174    
   1.39146006      0.143975422       9.67440233E-02   2.16568947       7.69902945    
   1.53595841      0.158454046      0.101840489       2.52612758       6.11356878    
   1.41413856      0.146123335       9.58282426E-02   2.22926617       7.66812611    
   1.33954835      0.138693377       9.65615138E-02   2.07780504       7.06600428    
   1.45627010      0.150436476      0.102932222       2.36202526       7.46757555    
   1.48832834      0.153592855      0.101097830       2.47480464       7.80244493    
   1.60706806      0.165446386      0.104104929       2.74156380       7.01874113    
   1.29290533      0.134179205       9.78269354E-02   1.90368605       7.41370249    
   1.59072053      0.163440034       9.03968289E-02   2.74030900       5.64921618    
   1.44951010      0.149480551       9.39152837E-02   2.39489722       7.51207685    
   1.42033148      0.146762207       9.70309004E-02   2.29982495       7.22218275    
   1.42746174      0.147235885       9.07714590E-02   2.35754490       7.73372459    
   1.25004530      0.129883930       9.70465988E-02   1.81592214       8.19497013    
   1.49349678      0.154128775       9.66207758E-02   2.39971161       7.07832432    
   1.49489892      0.154280037      0.101963662       2.45122242       7.94012403    
   1.53174734      0.157643571       8.88858438E-02   2.58108020       6.63002110    
   1.38359213      0.143167779       9.81537625E-02   2.18300581       6.93844604    
   1.31354904      0.136324510       9.93983075E-02   1.95266616       8.15880489    
   1.53574014      0.158204004       9.29012150E-02   2.52300954       7.69830990    
   1.49147034      0.153956220       9.89987925E-02   2.41632915       7.14020157    
   1.33894062      0.138723657       9.73980501E-02   2.04884315       8.03775406    
   1.46265280      0.151162386       9.81156528E-02   2.28334475       5.45565271    
   1.29617512      0.134446591       9.40261707E-02   1.90279830       7.77551889    
   1.62061620      0.166790515       9.97697711E-02   2.74913073       6.41059399    
   1.43864322      0.148742914      0.100646228       2.25092649       6.83426476    
   1.38056302      0.142885581       9.49773937E-02   2.10509920       7.65402603    
   1.45557916      0.150257230       9.55688059E-02   2.33712435       7.36966991    
   1.30191112      0.135269791      0.106024079       1.97322881       7.33597517    
