   12.1231117       1.39246428      0.143968001       9.49989185E-02   2.18787003       8.30381107    
   11.9647064       1.46091259      0.150733143       9.39938724E-02   2.36865830       7.89040899    
   11.4945660       1.38717997      0.143428445       9.34259668E-02   2.15867615       7.71185493    
   9.65982819       1.55820572      0.160463586       9.98338237E-02   2.66691160       5.17441368    
   13.0735130       1.54419553      0.159133717      0.100577809       2.60170627       8.66789913    
   12.5675735       1.49633801      0.154119015       8.88209715E-02   2.46425438       8.36404133    
   10.9454708       1.66094601      0.170586765       9.69471559E-02   2.93688536       6.08010530    
   11.9238167       1.33119547      0.137791932       9.16789919E-02   2.03856969       8.32458019    
   9.60583782       1.41617131      0.146247774       9.23614055E-02   2.25588274       5.69517469    
   10.4100151       1.46853948      0.151608035       9.47250202E-02   2.32088780       6.37425470    
   10.6627083       1.49655724      0.154328555      0.100173049       2.52316928       6.38848066    
   10.6664610       1.34771979      0.139642909       9.56822038E-02   2.00452614       7.07888985    
   10.2458076       1.42067838      0.146773607       9.55438763E-02   2.26653194       6.31628036    
   10.1003981       1.42386794      0.147269920      0.102080338       2.26012301       6.16705656    
   11.8450785       1.39699972      0.144389212       9.54771191E-02   2.22696853       7.98124409    
   9.74766159       1.52127445      0.156766459       9.97287184E-02   2.59051538       5.37937641    
   9.21292877       1.32660556      0.137540206      0.102552556       2.06636167       5.57986832    
   9.95038986       1.45516682      0.150255039       9.73161086E-02   2.34569502       5.90195656    
   10.3307438       1.27161455      0.131999746       9.60633233E-02   1.87328565       6.95778084    
   12.0256119       1.51753914      0.156349048       9.53565985E-02   2.54103971       7.71532726    
   10.7424440       1.39512551      0.144515723      0.106695406       2.19414353       6.90196371    
   10.6210251       1.45446956      0.150266588       9.97354835E-02   2.32884526       6.58770847    
   12.0692043       1.49842787      0.154473990       9.22402889E-02   2.42589784       7.89816427    
   11.9840689       1.34561801      0.139368951       9.33908820E-02   2.00579262       8.39989853    
   11.9383526       1.36835492      0.141743749      0.101498529       2.11737394       8.20938110    
   10.6155977       1.47186685      0.152027011       9.98924598E-02   2.35390377       6.53790760    
   10.6289177       1.45763683      0.150744602      0.103187829       2.28298450       6.63436460    
   12.1148415       1.55380654      0.159925014       9.49893519E-02   2.64528918       7.66083145    
   10.6715412       1.39568663      0.144333184       9.74341258E-02   2.20534730       6.82874012    
   10.0491390       1.33287680      0.138012737       9.54120755E-02   2.06740165       6.41543627    
   11.5262823       1.44183183      0.149105847      0.105793923       2.33161211       7.49793863    
   11.0509682       1.34169531      0.139031559       9.64709744E-02   2.01076365       7.46300697    
   8.60659981       1.58447731      0.163045138       9.84300524E-02   2.72984219       4.03080463    
   9.07442093       1.44797385      0.149575889      0.100745983       2.35943437       5.01669025    
   8.18743706       1.48532379      0.153144762       9.57318023E-02   2.46802187       3.98521519    
   12.4871807       1.37789726      0.142496958       9.20400098E-02   2.11880159       8.75594425    
   10.9765749       1.38717318      0.143489674       9.88508463E-02   2.20530081       7.14176035    
   11.1656151       1.60265887      0.164963618       9.71311405E-02   2.67912817       6.62173319    
   7.99227238       1.29885650      0.134811476       9.82340574E-02   1.90670633       4.55366421    
   10.0926285       1.46334970      0.151020437       9.68196839E-02   2.39042640       5.99101305    
   10.5350304       1.47722280      0.152354226       9.60049257E-02   2.44229889       6.36714983    
   15.0950470       1.29021263      0.133857623       9.72863585E-02   1.93348539       11.6402054    
   11.5437679       1.48412538      0.153152213       9.86836106E-02   2.42776608       7.38004112    
   9.83871937       1.46629250      0.151243731       9.32537019E-02   2.38635302       5.74157619    
   12.1440430       1.63541842      0.168157995       9.92765799E-02   2.83773398       7.40345526    
   13.3266954       1.46105444      0.150909826       9.88900661E-02   2.33915329       9.27668762    
   9.12193108       1.31176281      0.136160165      0.101628818       1.94991410       5.62246513    
   9.55271530       1.47157335      0.151901618       9.83881503E-02   2.39354062       5.43731117    
   8.44933510       1.26725256      0.131514728       9.12615284E-02   1.81882465       5.14048147    
   10.8445864       1.43818259      0.148587301      0.100831330       2.34668851       6.81029654    
