   7.10806513       1.66213131      0.171891510      0.197842360       2.60334945       2.47285032    
   6.82536602       1.62341106      0.167769343      0.186955094       2.51368976       2.33354115    
   6.75654030       1.60626900      0.165987909      0.183835536       2.47236466       2.32808280    
   7.03419971       1.64819777      0.170413554      0.194136500       2.57088423       2.45056748    
   6.87633228       1.61286473      0.166699439      0.186054841       2.48729014       2.42342305    
   7.37521744       1.70539820      0.176459119      0.208499283       2.70499539       2.57986522    
   7.00437164       1.66566503      0.172272280      0.199014857       2.61136985       2.35604978    
   6.88082314       1.66329885      0.172018126      0.198261097       2.60597634       2.24126887    
   7.14637280       1.68591797      0.174360409      0.202050716       2.66080737       2.42323637    
   7.13135004       1.64833724      0.170433313      0.194366843       2.57102370       2.54718924    
   7.42920160       1.68106186      0.173867106      0.201611057       2.64868164       2.72397995    
   6.98309565       1.64335287      0.169855475      0.191121578       2.56125426       2.41751146    
   6.74362040       1.67207646      0.172979444      0.201778516       2.62529492       2.07149076    
   11.0325994       1.46835721      0.150661379      0.119872957       2.17713714       7.11657095    
   10.2912989       1.42899406      0.146730930      0.118972667       2.07625008       6.52035141    
   11.5370979       1.43609750      0.147438735      0.119077355       2.09451127       7.73997355    
   9.71347809       1.47033846      0.150832877      0.118888915       2.18320251       5.79021502    
   11.9938555       1.44674122      0.148484573      0.118658610       2.12242603       8.15754509    
   8.93334103       1.46933556      0.150737599      0.119056419       2.18044877       5.01376247    
   9.76173401       1.43740559      0.147542849      0.118072361       2.09885716       5.95985556    
   7.89331436       1.46058846      0.149869859      0.119077355       2.15781522       4.00596333    
   9.69635391       1.38485730      0.142364651      0.119558901       1.96159708       6.08797646    
   9.58388519       1.39493775      0.143350303      0.118972667       1.98821282       5.93841219    
   10.6291485       1.45689332      0.149496078      0.118805155       2.14852738       6.75542593    
   9.86314964       1.41846502      0.145685226      0.118951730       2.04905081       6.13099670    
   7.26962137       1.67979431      0.173746675      0.201841325       2.64551044       2.56872892    
   6.90237951       1.62718070      0.168184310      0.188567266       2.52222037       2.39622688    
   7.31490374       1.70909536      0.176845461      0.209273979       2.71412802       2.50556087    
   7.25435114       1.64244485      0.169808805      0.192838416       2.55758786       2.69167089    
   6.89984560       1.64105129      0.169659764      0.192419678       2.55438113       2.34233379    
   6.91438246       1.66240096      0.171916738      0.197800487       2.60441017       2.27785444    
   6.65218830       1.55329311      0.160389617      0.170582369       2.34844518       2.41947770    
   6.90050077       1.58532119      0.163795516      0.179438770       2.42275572       2.54918957    
   6.88374233       1.60952771      0.166329101      0.184547380       2.48043871       2.44289923    
   7.07959890       1.62415588      0.167843863      0.186996996       2.51590347       2.58469868    
   7.13184166       1.65783501      0.171465635      0.197884247       2.59252667       2.51212955    
   7.48601437       1.70178604      0.176070064      0.207326844       2.69710493       2.70372677    
   7.43831348       1.73175728      0.179238036      0.214864150       2.76735544       2.54509807    
   10.1555872       1.40758729      0.144603327      0.118888915       2.02132154       6.46318626    
   9.12774277       1.47295642      0.151068151      0.117946751       2.19120169       5.19456911    
   7.56542873       1.44813645      0.148620993      0.118595786       2.12641549       3.72365975    
   11.1315250       1.40684485      0.144496411      0.117590822       2.02065039       7.44194269    
   9.39912987       1.46145344      0.149937019      0.118365481       2.16106963       5.50830364    
   10.3921852       1.47804832      0.151595563      0.118805155       2.20354009       6.44019604    
   12.1985188       1.46089435      0.149885803      0.118532978       2.15945840       8.30974770    
   10.7765942       1.45705914      0.149509385      0.118700489       2.14939046       6.90193462    
