   1.41779995      0.145332679      0.107303657       2.06153440       6.64912462    
   1.40300643      0.143877313      0.107142188       2.02591395       7.16430664    
   1.42881179      0.146422803      0.107274838       2.09044504       6.69073439    
   1.42203605      0.145725518      0.107282765       2.07288694       6.69291544    
   1.41864800      0.145438075      0.107219391       2.06371951       6.60063314    
   1.41663313      0.145191535      0.107083648       2.06051111       6.99574995    
   1.41858339      0.145374745      0.106834665       2.06676912       7.12836933    
   1.41067719      0.144652575      0.107161678       2.04261065       6.50930595    
   1.43563640      0.147047997      0.107148327       2.10740805       6.45547628    
   1.41068482      0.144619778      0.106966011       2.04430938       6.78225517    
   1.41494846      0.144994229      0.107183158       2.05172300       6.14686060    
   1.37977815      0.141497552      0.107292853       1.96065223       6.24865437    
   1.39789593      0.143321022      0.106569655       2.01338291       6.81739140    
   1.38021052      0.141522661      0.106574416       1.96754801       6.86904860    
   1.42734313      0.146271184      0.106815964       2.08731389       6.29088259    
   1.39788711      0.143331245      0.106599487       2.01296496       6.73219109    
   1.43565226      0.147060990      0.106686220       2.10943127       6.34515190    
   1.41891515      0.145456821      0.106674075       2.06622005       6.44155312    
   1.40617144      0.144163147      0.106792510       2.03288531       6.43601513    
   1.42056799      0.145585194      0.106656797       2.06951571       6.19921780    
   1.37919891      0.141432568      0.106403314       1.96483696       6.79000711    
   1.40734255      0.144282341      0.106648490       2.03537631       6.27173567    
   1.38518405      0.142075777      0.106529355       1.97831607       6.40809679    
   1.39620149      0.143121645      0.106271453       2.00956964       6.81804657    
   1.40136766      0.143684193      0.106162257       2.02466750       7.11078596    
   1.36183619      0.139525533      0.101882830       2.01568651       6.82174206    
   1.35647500      0.139007449      0.101830073       2.00277209       6.99197197    
   1.39827323      0.143107250      0.101829506       2.11067605       6.83969069    
   1.36503375      0.139791608      0.101783849       2.02560973       7.09247160    
   1.34392428      0.137724191      0.101778917       1.96951520       6.89885712    
   1.36241984      0.139534920      0.101910189       2.01668668       6.74159431    
   1.35521555      0.138890520      0.101772368       1.99600184       6.30488873    
   1.35741282      0.139079005      0.101838768       2.00214744       6.39269972    
   1.32406986      0.135748863      0.100875884       1.93068194       9.26499557    
   1.37494242      0.140861809      0.102271922       2.03955221       4.80552816    
   1.36437249      0.139774472      0.101825565       2.02044392       6.40476513    
   1.34437549      0.137808472      0.101824716       1.96711946       6.19551516    
   1.39883614      0.143181607      0.101346374       2.11189175       6.21610546    
   1.36041689      0.139334589      0.101109222       2.01449370       6.74946928    
   1.33329487      0.136676997      0.101332903       1.94239020       6.49632263    
   1.36535585      0.139872611      0.101220138       2.02568340       6.41441584    
   1.35085773      0.138427943      0.101189844       1.98993528       6.84022427    
   1.36232877      0.139558360      0.101278558       2.01838732       6.54441929    
   1.37099981      0.140433624      0.101298086       2.03778338       5.88550329    
   1.36009121      0.139342934      0.101033546       2.01371598       6.68095064    
   1.33004200      0.136303753      0.100819282       1.93775082       7.11800003    
   1.34235871      0.137562677      0.101282798       1.96246457       5.74914503    
   1.32150352      0.135545269      0.101332046       1.90923536       5.97095203    
   1.34339321      0.137610465      0.101230510       1.96727717       6.18042374    
   1.33178377      0.136530876      0.100998372       1.94077301       6.88607073    
